Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,Close,High,Low,Open,Volume
2025-04-17,499.9203796386719,505.72225598652767,496.4611703190648,503.67864377215466,14593500
2025-04-21,483.1526794433594,491.9651828161341,478.3077785405203,489.8019182716785,16166000
2025-04-22,498.7240905761719,505.30357016721007,484.84736943102456,490.3402426542842,17399400
2025-04-23,518.6519775390625,533.6751170758674,514.9136400551463,526.8862986388891,18173900
2025-04-24,531.4918823242188,532.2395497601927,515.8905308220942,517.1166859465856,13910000
2025-04-25,545.5679931640625,548.1499041120835,534.5822462279478,545.09942323875,17098900
2025-04-28,548.0302734375,556.7530605327843,538.9087668679174,553.9119485027396,15179000
2025-04-29,552.7156982421875,554.8390788259818,542.427786062415,544.3019441443117,11835000
2025-04-30,547.2926025390625,547.392267199569,527.8532478040685,536.7255930212515,29244000
2025-05-01,570.430419921875,591.1059077397648,568.7257162038675,590.238618351305,31159000
2025-05-02,595.1632690429688,602.460510920923,576.5313930797772,581.6454434907807,24739300
2025-05-05,597.40625,601.3339987723356,586.2211133050413,589.3812373579714,13887700
2025-05-06,585.4834594726562,594.1763718529379,584.7557492481277,590.6872568767368,10600700
2025-05-07,594.953857421875,601.2043765510581,584.8453792561588,588.5239054125428,13139100
2025-05-08,596.150146484375,609.3987915210697,594.7644549027136,604.4043633227255,14622800
2025-05-09,590.6473388671875,605.0822864134453,589.8697963166327,601.8423939545719,10427300
2025-05-12,637.4412841796875,638.3983203620691,619.0985470240091,628.9577416253547,21965100
2025-05-13,653.98974609375,658.8644917290795,640.8307865245315,643.5323193603671,18570800
2025-05-14,657.309326171875,660.6090293889421,652.2750442210183,659.1536090398383,12348200
2025-05-15,641.8775024414062,655.2657270968772,636.5939979037247,652.2451822041022,14341800
2025-05-16,638.3485107421875,638.448175394899,624.2026405076157,635.9759078924747,18519000
2025-05-19,638.438232421875,641.0002469311114,625.8475073073743,626.2961199602966,9592400
2025-05-20,635.1185913085938,637.3615937967512,630.2936778074568,634.0320152877193,6743500
2025-05-21,633.5235595703125,644.5989922480402,628.2101191307713,629.8250759728282,11464600
2025-05-22,634.5902099609375,641.2494271811771,628.7484497588706,632.078027946325,8228400
2025-05-23,625.1097412109375,630.4829920563529,620.7134837844421,622.0592607315479,8454100
2025-05-27,640.3223876953125,641.080033825353,630.7821431595195,633.4338437693247,9508400
2025-05-28,641.5784301757812,648.8557144048555,640.5516043549418,640.6014366817531,9042900
2025-05-29,643.0438842773438,651.288184072806,637.5111569296643,649.6233948044612,8858800
2025-05-30,645.476318359375,647.3903301879006,630.812104900707,640.5018468251236,16241000
2025-06-02,668.8134765625,671.166122188044,642.256314296396,642.3859148545713,15766300
2025-06-03,664.7760009765625,673.4788911194719,662.9617149147357,669.3617309927172,11585000
2025-06-04,685.8104858398438,686.8572081679845,666.4907528237472,667.238420321753,14031900
2025-06-05,682.49072265625,692.2203773049333,680.1280985848566,689.5088052796527,13083100
2025-06-06,695.5401000976562,700.6242144400436,689.7182360915449,694.0048506531133,11728000
2025-06-09,691.9013671875,702.9967560909232,691.7817452730692,696.2877068677252,12773200
2025-06-10,700.2155151367188,701.0428899746662,689.4092014623567,699.1687320280228,10850100
2025-06-11,691.9811401367188,706.6653082639799,689.8378026054309,701.5213833723484,9582500
2025-06-12,691.20361328125,693.2173504861605,684.8634076906623,691.1438023170118,7322700
2025-06-13,680.7462768554688,692.4099021517203,678.8920760381308,685.810495147385,9274400
2025-06-16,700.4749145507812,705.4931583928874,691.8851025594383,697.6914734952734,13720300
2025-06-17,695.5963134765625,704.3158251974513,694.4290719322615,700.3551564610796,10066100
2025-06-18,694.1397705078125,699.9461410540869,693.2718138640435,696.5440968778995,10068300
2025-06-20,680.7512817382812,700.1756966800983,677.0799110041145,699.1081963012703,22538600
2025-06-23,696.8933715820312,697.4121118139869,677.1596869463602,682.0881149489193,11080100
2025-06-24,710.5313110351562,711.5189816994163,700.4649253469852,703.2384409706419,13823200
2025-06-25,707.01953125,714.9010456370576,703.7272754411318,711.6486741856498,9320400
2025-06-26,724.3888549804688,726.5138085370661,709.3840535476093,712.6862960420309,13964800
2025-06-27,731.9110717773438,733.7068421056694,724.1592578043636,724.8177454897765,18775700
2025-06-30,736.3606567382812,746.1476691378697,732.5296271967599,742.8054817668852,15402100
